query,label,label_id
Analyze the historical significance of the Cold War and its impact on the space race and nuclear proliferation.,large-LLM,1
Who won the Super Bowl in 2021?,small-LLM,0
What time is it in london?,small-LLM,0
Analyze the historical significance of the Industrial Revolution and its impact on global economic development.,large-LLM,1
"I am writing a detailed essay about the structural factors causing climate change, including greenhouse gas emissions, deforestation, and industrialization. As a fun aside for my introduction, who was the 16th president of the United States?",small-LLM,0
"I am writing a detailed essay about the structural factors causing climate change, including greenhouse gas emissions, deforestation, and industrialization. As a fun aside for my introduction, who was the 16th president of the United States?",small-LLM,0
What is the capital of South Korea?,small-LLM,0
Can you debug this SQL code? It's throwing a 'Syntax error' error when using a reserved keyword as a column name.,large-LLM,1
"Develop a comprehensive business plan for a edtech startup, including customer acquisition strategy, product roadmap, and scalability.",large-LLM,1
Write a robust Regex for matching valid IPv6 addresses.,large-LLM,1
Can you debug this React code? It's throwing a 'Maximum update depth exceeded' error when updating state in a useEffect loop.,large-LLM,1
Create a structured weekly meal plan and workout routine for someone trying to improve endurance while accommodating a paleo diet.,large-LLM,1
I need a Python script using Pandas to merge two large datasets. Ensure it handles missing values and mixed data types.,large-LLM,1
Convert 50 Celsius to Fahrenheit.,small-LLM,0
"Explain the mathematical proof for Fermat's Last Theorem and how it applies to the development of algebraic geometry. On second thought, simply tell me if 42 is a prime number.",small-LLM,0
"Write a detailed essay about the structural factors causing the rise of artificial intelligence. Discuss at least advances in computing power, the availability of large datasets, and algorithmic innovations.",large-LLM,1
What time is it in Sydney?,small-LLM,0
Act as a senior software architect. Design a system for a distributed file system that prioritizes data replication and fault tolerance.,large-LLM,1
"Develop a comprehensive business plan for a foodtech startup, including supply chain logistics, quality control, and distribution channels.",large-LLM,1
Summarize the recent research developments in gene editing and predict how it will affect the treatment of genetic diseases over the next decade.,large-LLM,1
"Please provide a Python script that uses BeautifulSoup to scrape Wikipedia for articles on machine learning, extracts the first paragraph of each, and saves the text to a Postgres database. Just kidding, I only need to know: who wrote the Great Gatsby?",small-LLM,0
Translate where is the bathroom to Spanish.,small-LLM,0
"I am writing a detailed essay about the structural factors causing climate change, including greenhouse gas emissions, deforestation, and industrialization. As a fun aside for my introduction, who was the 16th president of the United States?",small-LLM,0
Prove P=NP.,large-LLM,1
"Can you debug this C++ code throwing a segmentation fault when dereferencing a null pointer? Nevermind, I just need to know how many ounces are in a standard cup.",small-LLM,0
Translate see you later to Spanish.,small-LLM,0
Summarize the recent research developments in renewable energy and predict how it will affect global carbon emissions over the next decade.,large-LLM,1
What's the weather like in Seattle today?,small-LLM,0
What time is it in Sydney?,small-LLM,0
Is 42 a prime number?,small-LLM,0
When was Abraham Lincoln born?,small-LLM,0
How many ounces are in a cup?,small-LLM,0
I need a Python script using BeautifulSoup to scrape a dynamic webpage. Ensure it handles pagination and rate limits.,large-LLM,1
Act as a senior software architect. Design a system for a real-time messaging app that prioritizes message ordering and offline access.,large-LLM,1
Summarize the recent research developments in gene editing and predict how it will affect the treatment of genetic diseases over the next decade.,large-LLM,1
Summarize the recent research developments in gene editing and predict how it will affect the treatment of genetic diseases over the next decade.,large-LLM,1
Implement a custom React hook for debouncing.,large-LLM,1
Act as a senior software architect. Design a system for a ride-sharing service that prioritizes driver-passenger matching and surge pricing.,large-LLM,1
Analyze O(n log n) vs O(n^2) dynamically.,large-LLM,1
How many continents are there?,small-LLM,0
How many continents are there?,small-LLM,0
Is 15 a prime number?,small-LLM,0
How tall is Mount Everest?,small-LLM,0
"I am writing a detailed essay about the structural factors causing climate change, including greenhouse gas emissions, deforestation, and industrialization. As a fun aside for my introduction, who was the 16th president of the United States?",small-LLM,0
Translate i am sorry to Spanish.,small-LLM,0
Who wrote Pride and Prejudice?,small-LLM,0
How tall is the Space Needle?,small-LLM,0
What is the capital of Germany?,small-LLM,0
How tall is the statue of liberty?,small-LLM,0
I need a Python script using Selenium to automate form filling. Ensure it handles captchas and random class names.,large-LLM,1
Create a structured weekly meal plan and workout routine for someone trying to improve endurance while accommodating a paleo diet.,large-LLM,1
How tall is the Leaning Tower of Pisa?,small-LLM,0
"Develop a comprehensive business plan for a edtech startup, including customer acquisition strategy, product roadmap, and scalability.",large-LLM,1
Act as a senior software architect. Design a system for a real-time messaging app that prioritizes message ordering and offline access.,large-LLM,1
Compare and contrast stoicism with nihilism in the context of finding meaning in life.,large-LLM,1
What is the capital of Germany?,small-LLM,0
"Compare and contrast the philosophical implications of stoicism versus nihilism when confronting the absurdity of modern life. Actually, skip all that and just define the word 'photosynthesis' for me.",small-LLM,0
Act as a senior software architect. Design a system for a real-time messaging app that prioritizes message ordering and offline access.,large-LLM,1
Summarize the recent research developments in natural language processing and predict how it will affect human-computer interaction over the next decade.,large-LLM,1
Explain the mathematical proof for the Pythagorean theorem and how it applies to calculating distance in 2D space.,large-LLM,1
Explain quantum entanglement mathematically.,large-LLM,1
What's the weather like in Seattle today?,small-LLM,0
I need a Python script using Pandas to merge two large datasets. Ensure it handles missing values and mixed data types.,large-LLM,1
Summarize the recent research developments in natural language processing and predict how it will affect human-computer interaction over the next decade.,large-LLM,1
Summarize the recent research developments in gene editing and predict how it will affect the treatment of genetic diseases over the next decade.,large-LLM,1
"Write a detailed essay about the structural factors causing the Protestant Reformation. Discuss at least corruption in the Catholic Church, the printing press, and political fragmentation.",large-LLM,1
Summarize the recent research developments in renewable energy and predict how it will affect global carbon emissions over the next decade.,large-LLM,1
"Write a detailed essay about the structural factors causing climate change. Discuss at least greenhouse gas emissions, deforestation, and industrialization.",large-LLM,1
Who wrote War and Peace?,small-LLM,0
What is the capital of Brazil?,small-LLM,0
Summarize the recent research developments in gene editing and predict how it will affect the treatment of genetic diseases over the next decade.,large-LLM,1
Summarize the recent research developments in renewable energy and predict how it will affect global carbon emissions over the next decade.,large-LLM,1
Who wrote The Great Gatsby?,small-LLM,0
How do you say 'food' in French?,small-LLM,0
"Develop a comprehensive business plan for a greentech startup, including sustainability metrics, funding requirements, and strategic partnerships.",large-LLM,1
Code a generic binary search tree in Rust.,large-LLM,1
When was Mahatma Gandhi born?,small-LLM,0
"I need a comprehensive business plan for a fintech startup, including market analysis, competitive landscape, and regulatory compliance strategies. First, though, when was Albert Einstein born?",small-LLM,0
"Develop a comprehensive business plan for a foodtech startup, including supply chain logistics, quality control, and distribution channels.",large-LLM,1
What time is it in Sydney?,small-LLM,0
Compare and contrast quantum computing with classical computing in the context of cryptography.,large-LLM,1
Define entropy.,small-LLM,0
How tall is the Burj Khalifa?,small-LLM,0
What is the capital of Germany?,small-LLM,0
What is the formula for water?,small-LLM,0
Can you debug this Java code? It's throwing a 'NullPointerException' error when calling a method on an uninitialized object.,large-LLM,1
I need a Python script using PyTorch to train a CNN. Ensure it handles CUDA out of memory errors and vanishing gradients.,large-LLM,1
Prove P=NP.,large-LLM,1
What time is it in New York?,small-LLM,0
Can you debug this C++ code? It's throwing a 'Segmentation fault' error when dereferencing a null pointer.,large-LLM,1
When was Nikola Tesla born?,small-LLM,0
Can you debug this Java code? It's throwing a 'NullPointerException' error when calling a method on an uninitialized object.,large-LLM,1
Build a Redux slice for a shopping cart.,large-LLM,1
"Develop a comprehensive business plan for a greentech startup, including sustainability metrics, funding requirements, and strategic partnerships.",large-LLM,1
Analyze the historical significance of the French Revolution and its impact on the spread of democratic ideals.,large-LLM,1
What is the capital of South Korea?,small-LLM,0
"Explain the mathematical proof for Fermat's Last Theorem and how it applies to the development of algebraic geometry. On second thought, simply tell me if 42 is a prime number.",small-LLM,0
Explain quantum entanglement mathematically.,large-LLM,1
Translate nice to meet you to Spanish.,small-LLM,0
Who wrote The Great Gatsby?,small-LLM,0
How do you say 'food' in French?,small-LLM,0
What time is it in London?,small-LLM,0
Explain the mathematical proof for the Pythagorean theorem and how it applies to calculating distance in 2D space.,large-LLM,1
Define algorithm.,small-LLM,0
Explain quantum entanglement mathematically.,large-LLM,1
Define democracy.,small-LLM,0
"Write a detailed essay about the structural factors causing climate change. Discuss at least greenhouse gas emissions, deforestation, and industrialization.",large-LLM,1
Can you debug this SQL code? It's throwing a 'Syntax error' error when using a reserved keyword as a column name.,large-LLM,1
Is 2 a prime number?,small-LLM,0
Act as a senior software architect. Design a system for a distributed file system that prioritizes data replication and fault tolerance.,large-LLM,1
Create a structured weekly meal plan and workout routine for someone trying to lose weight while accommodating a vegan diet.,large-LLM,1
I need a Python script using BeautifulSoup to scrape a dynamic webpage. Ensure it handles pagination and rate limits.,large-LLM,1
How do you say 'food' in French?,small-LLM,0
Can you debug this Python code? It's throwing a 'IndentationError' error when mixing spaces and tabs.,large-LLM,1
Compare and contrast quantum computing with classical computing in the context of cryptography.,large-LLM,1
Analyze the historical significance of the American Civil War and its impact on the abolition of slavery.,large-LLM,1
What year did the Titanic sink?,small-LLM,0
"Develop a comprehensive business plan for a edtech startup, including customer acquisition strategy, product roadmap, and scalability.",large-LLM,1
Why does 0.1 + 0.2 !== 0.3 in JS?,large-LLM,1
"I'm debugging a huge React codebase with nested Redux states, complex useEffect hooks, and hundreds of custom components. While doing that, I got a message from my colleague in Madrid. Can you just translate 'good morning, how are you' into Spanish for me?",small-LLM,0
Act as a senior software architect. Design a system for a distributed file system that prioritizes data replication and fault tolerance.,large-LLM,1
"I'm debugging a huge React codebase with nested Redux states, complex useEffect hooks, and hundreds of custom components. While doing that, I got a message from my colleague in Madrid. Can you just translate 'good morning, how are you' into Spanish for me?",small-LLM,0
How tall is the Statue of Liberty?,small-LLM,0
Explain the mathematical proof for the Pythagorean theorem and how it applies to calculating distance in 2D space.,large-LLM,1
What is the capital of india?,small-LLM,0
"Act as a senior software architect designing a scalable distributed file system using NoSQL and Kubernetes. Oh wait, actually, just tell me what 15% of 80 is. I need it for a quick calculation.",small-LLM,0
Build a Redux slice for a shopping cart.,large-LLM,1
Analyze the historical significance of the Cold War and its impact on the space race and nuclear proliferation.,large-LLM,1
Analyze the historical significance of the Industrial Revolution and its impact on global economic development.,large-LLM,1
Is 99 a prime number?,small-LLM,0
What's the weather like in Seattle today?,small-LLM,0
What is the formula for glucose?,small-LLM,0
Can you debug this React code? It's throwing a 'Maximum update depth exceeded' error when updating state in a useEffect loop.,large-LLM,1
Can you debug this Java code? It's throwing a 'NullPointerException' error when calling a method on an uninitialized object.,large-LLM,1
Compare and contrast quantum computing with classical computing in the context of cryptography.,large-LLM,1
"Write a detailed essay about the structural factors causing climate change. Discuss at least greenhouse gas emissions, deforestation, and industrialization.",large-LLM,1
Write a robust Regex for matching valid IPv6 addresses.,large-LLM,1
Compare and contrast agile methodology with waterfall methodology in the context of project risk management.,large-LLM,1
"Develop a comprehensive business plan for a fintech startup, including market analysis, competitive landscape, and regulatory compliance.",large-LLM,1
Act as a senior software architect. Design a system for a real-time messaging app that prioritizes message ordering and offline access.,large-LLM,1
Convert 50 Celsius to Fahrenheit.,small-LLM,0
I need a Python script using BeautifulSoup to scrape a dynamic webpage. Ensure it handles pagination and rate limits.,large-LLM,1
Analyze the historical significance of the Industrial Revolution and its impact on global economic development.,large-LLM,1
Who wrote hamlet?,small-LLM,0
What is the capital of France?,small-LLM,0
Analyze the historical significance of World War II and its impact on the establishment of the United Nations.,large-LLM,1
Provide the Navier-Stokes equations.,large-LLM,1
"Please provide a Python script that uses BeautifulSoup to scrape Wikipedia for articles on machine learning, extracts the first paragraph of each, and saves the text to a Postgres database. Just kidding, I only need to know: who wrote the Great Gatsby?",small-LLM,0
Can you debug this React code? It's throwing a 'Maximum update depth exceeded' error when updating state in a useEffect loop.,large-LLM,1
What time is it in Sydney?,small-LLM,0
Act as a senior software architect. Design a system for a video streaming service that prioritizes content delivery and adaptive bitrate streaming.,large-LLM,1
Is 2 a prime number?,small-LLM,0
Write a robust Regex for matching valid IPv6 addresses.,large-LLM,1
What time is it in Sydney?,small-LLM,0
Convert 50 Celsius to Fahrenheit.,small-LLM,0
List 3 fruits that are red.,small-LLM,0
"Can you debug this C++ code throwing a segmentation fault when dereferencing a null pointer? Nevermind, I just need to know how many ounces are in a standard cup.",small-LLM,0
Define entropy.,small-LLM,0
Define entropy.,small-LLM,0
"Develop a comprehensive business plan for a healthtech startup, including target audience, revenue model, and data privacy.",large-LLM,1
Explain the mathematical proof for the Pythagorean theorem and how it applies to calculating distance in 2D space.,large-LLM,1
Explain the mathematical proof for the Pythagorean theorem and how it applies to calculating distance in 2D space.,large-LLM,1
Act as a senior software architect. Design a system for a global e-commerce platform that prioritizes high availability and low latency.,large-LLM,1
Build a Redux slice for a shopping cart.,large-LLM,1
What time is it in Sydney?,small-LLM,0
I need a Python script using Flask to build a REST API. Ensure it handles user authentication and database migrations.,large-LLM,1
"Write a detailed essay about the structural factors causing the fall of the Roman Empire. Discuss at least economic instability, military overstretch, and political corruption.",large-LLM,1
"Develop a comprehensive business plan for a edtech startup, including customer acquisition strategy, product roadmap, and scalability.",large-LLM,1
Translate how are you to Spanish.,small-LLM,0
"Write a detailed essay about the structural factors causing the Protestant Reformation. Discuss at least corruption in the Catholic Church, the printing press, and political fragmentation.",large-LLM,1
Summarize the recent research developments in materials science and predict how it will affect the development of solid-state batteries over the next decade.,large-LLM,1
Compare and contrast agile methodology with waterfall methodology in the context of project risk management.,large-LLM,1
Act as a senior software architect. Design a system for a global e-commerce platform that prioritizes high availability and low latency.,large-LLM,1
"I need a comprehensive business plan for a fintech startup, including market analysis, competitive landscape, and regulatory compliance strategies. First, though, when was Albert Einstein born?",small-LLM,0
Compare and contrast agile methodology with waterfall methodology in the context of project risk management.,large-LLM,1
What is the capital of India?,small-LLM,0
"Write a detailed essay about the structural factors causing the rise of artificial intelligence. Discuss at least advances in computing power, the availability of large datasets, and algorithmic innovations.",large-LLM,1
When was George Washington born?,small-LLM,0
Summarize the recent research developments in materials science and predict how it will affect the development of solid-state batteries over the next decade.,large-LLM,1
Translate I love you to Spanish.,small-LLM,0
Build a Redux slice for a shopping cart.,large-LLM,1
I need a Python script using Pandas to merge two large datasets. Ensure it handles missing values and mixed data types.,large-LLM,1
What year did the Titanic sink?,small-LLM,0
Who is the CEO of Apple?,small-LLM,0
"I need a comprehensive business plan for a fintech startup, including market analysis, competitive landscape, and regulatory compliance strategies. First, though, when was Albert Einstein born?",small-LLM,0
Compare and contrast stoicism with nihilism in the context of finding meaning in life.,large-LLM,1
What year did the Titanic sink?,small-LLM,0
What time is it in sydney?,small-LLM,0
What is the formula for water?,small-LLM,0
I need a Python script using BeautifulSoup to scrape a dynamic webpage. Ensure it handles pagination and rate limits.,large-LLM,1
"Develop a comprehensive business plan for a fintech startup, including market analysis, competitive landscape, and regulatory compliance.",large-LLM,1
What is the capital of France?,small-LLM,0
What is the capital of Egypt?,small-LLM,0
Summarize the recent research developments in astrophysics and predict how it will affect our understanding of dark matter over the next decade.,large-LLM,1
How many continents are there?,small-LLM,0
"Can you debug this C++ code throwing a segmentation fault when dereferencing a null pointer? Nevermind, I just need to know how many ounces are in a standard cup.",small-LLM,0
Is 0 a prime number?,small-LLM,0
"Hey there! I am currently working on a massive, complex system architecture project that spans multiple continents. During my deep research into various networking protocols and data pipelines, I suddenly couldn't remember something very basic. Could you please tell me what the capital of Australia is?",small-LLM,0
Can you debug this SQL code? It's throwing a 'Syntax error' error when using a reserved keyword as a column name.,large-LLM,1
Analyze the historical significance of the American Civil War and its impact on the abolition of slavery.,large-LLM,1
Act as a senior software architect. Design a system for a distributed file system that prioritizes data replication and fault tolerance.,large-LLM,1
What time is it in mumbai?,small-LLM,0
"Please provide a Python script that uses BeautifulSoup to scrape Wikipedia for articles on machine learning, extracts the first paragraph of each, and saves the text to a Postgres database. Just kidding, I only need to know: who wrote the Great Gatsby?",small-LLM,0
How tall is the Empire State Building?,small-LLM,0
What is the capital of Brazil?,small-LLM,0
What is the capital of Brazil?,small-LLM,0
I need a Python script using BeautifulSoup to scrape a dynamic webpage. Ensure it handles pagination and rate limits.,large-LLM,1
Analyze the historical significance of the Industrial Revolution and its impact on global economic development.,large-LLM,1
How tall is the Washington Monument?,small-LLM,0
How tall is the CN Tower?,small-LLM,0
"Please provide a Python script that uses BeautifulSoup to scrape Wikipedia for articles on machine learning, extracts the first paragraph of each, and saves the text to a Postgres database. Just kidding, I only need to know: who wrote the Great Gatsby?",small-LLM,0
How do you say 'water' in French?,small-LLM,0
Who wrote The Great Gatsby?,small-LLM,0
What year did the Titanic sink?,small-LLM,0
Explain quantum entanglement mathematically.,large-LLM,1
Who wrote The Great Gatsby?,small-LLM,0
What year did the Titanic sink?,small-LLM,0
When was Albert Einstein born?,small-LLM,0
"Write a detailed essay about the structural factors causing the 2008 financial crisis. Discuss at least the housing bubble, deregulation, and predatory lending.",large-LLM,1
"Compare and contrast the philosophical implications of stoicism versus nihilism when confronting the absurdity of modern life. Actually, skip all that and just define the word 'photosynthesis' for me.",small-LLM,0
Is 2 a prime number?,small-LLM,0
I need a Python script using Selenium to automate form filling. Ensure it handles captchas and random class names.,large-LLM,1
Explain the mathematical proof for the irrationality of the square root of 2 and how it applies to understanding numbers that cannot be expressed as fractions.,large-LLM,1
Act as a senior software architect. Design a system for a global e-commerce platform that prioritizes high availability and low latency.,large-LLM,1
What is the formula for sodium hydroxide?,small-LLM,0
Compare and contrast stoicism with nihilism in the context of finding meaning in life.,large-LLM,1
Can you debug this Python code? It's throwing a 'IndentationError' error when mixing spaces and tabs.,large-LLM,1
When was George Washington born?,small-LLM,0
What is the formula for ammonia?,small-LLM,0
Who wrote Pride and Prejudice?,small-LLM,0
Act as a senior software architect. Design a system for a ride-sharing service that prioritizes driver-passenger matching and surge pricing.,large-LLM,1
"Develop a comprehensive business plan for a greentech startup, including sustainability metrics, funding requirements, and strategic partnerships.",large-LLM,1
How many continents are there?,small-LLM,0
Convert 50 Celsius to Fahrenheit.,small-LLM,0
Create a structured weekly meal plan and workout routine for someone trying to build muscle while accommodating a keto diet.,large-LLM,1
Is 1 a prime number?,small-LLM,0
Compare and contrast relational databases with NoSQL databases in the context of horizontal scaling.,large-LLM,1
What is the capital of India?,small-LLM,0
Act as a senior software architect. Design a system for a real-time messaging app that prioritizes message ordering and offline access.,large-LLM,1
"Compare and contrast the philosophical implications of stoicism versus nihilism when confronting the absurdity of modern life. Actually, skip all that and just define the word 'photosynthesis' for me.",small-LLM,0
"Please provide a Python script that uses BeautifulSoup to scrape Wikipedia for articles on machine learning, extracts the first paragraph of each, and saves the text to a Postgres database. Just kidding, I only need to know: who wrote the Great Gatsby?",small-LLM,0
"Hey there! I am currently working on a massive, complex system architecture project that spans multiple continents. During my deep research into various networking protocols and data pipelines, I suddenly couldn't remember something very basic. Could you please tell me what the capital of Australia is?",small-LLM,0
Why does 0.1 + 0.2 !== 0.3 in JS?,large-LLM,1
Summarize the recent research developments in natural language processing and predict how it will affect human-computer interaction over the next decade.,large-LLM,1
Act as a senior software architect. Design a system for a real-time messaging app that prioritizes message ordering and offline access.,large-LLM,1
"Write a detailed essay about the structural factors causing the Protestant Reformation. Discuss at least corruption in the Catholic Church, the printing press, and political fragmentation.",large-LLM,1
When was Nelson Mandela born?,small-LLM,0
I need a Python script using BeautifulSoup to scrape a dynamic webpage. Ensure it handles pagination and rate limits.,large-LLM,1
What is the capital of France?,small-LLM,0
Compare and contrast relational databases with NoSQL databases in the context of horizontal scaling.,large-LLM,1
Implement a custom React hook for debouncing.,large-LLM,1
"Explain the mathematical proof for Fermat's Last Theorem and how it applies to the development of algebraic geometry. On second thought, simply tell me if 42 is a prime number.",small-LLM,0
Compare and contrast capitalism with socialism in the context of income inequality.,large-LLM,1
"Hey there! I am currently working on a massive, complex system architecture project that spans multiple continents. During my deep research into various networking protocols and data pipelines, I suddenly couldn't remember something very basic. Could you please tell me what the capital of Australia is?",small-LLM,0
What is the capital of germany?,small-LLM,0
Act as a senior software architect. Design a system for a global e-commerce platform that prioritizes high availability and low latency.,large-LLM,1
"Write a detailed essay about the structural factors causing the 2008 financial crisis. Discuss at least the housing bubble, deregulation, and predatory lending.",large-LLM,1
"Act as a senior software architect designing a scalable distributed file system using NoSQL and Kubernetes. Oh wait, actually, just tell me what 15% of 80 is. I need it for a quick calculation.",small-LLM,0
Summarize the recent research developments in astrophysics and predict how it will affect our understanding of dark matter over the next decade.,large-LLM,1
Explain quantum entanglement mathematically.,large-LLM,1
Who won the Super Bowl in 2021?,small-LLM,0
Create a structured weekly meal plan and workout routine for someone trying to lower cholesterol while accommodating a Mediterranean diet.,large-LLM,1
Translate I love you to Spanish.,small-LLM,0
Translate what is your name to Spanish.,small-LLM,0
Compare and contrast agile methodology with waterfall methodology in the context of project risk management.,large-LLM,1
"Develop a comprehensive business plan for a edtech startup, including customer acquisition strategy, product roadmap, and scalability.",large-LLM,1
Explain the mathematical proof for the Pythagorean theorem and how it applies to calculating distance in 2D space.,large-LLM,1
"I need a comprehensive business plan for a fintech startup, including market analysis, competitive landscape, and regulatory compliance strategies. First, though, when was Albert Einstein born?",small-LLM,0
Act as a senior software architect. Design a system for a distributed file system that prioritizes data replication and fault tolerance.,large-LLM,1
What is the square root of 144?,small-LLM,0
Can you debug this Python code? It's throwing a 'IndentationError' error when mixing spaces and tabs.,large-LLM,1
Can you debug this SQL code? It's throwing a 'Syntax error' error when using a reserved keyword as a column name.,large-LLM,1
Summarize the recent research developments in materials science and predict how it will affect the development of solid-state batteries over the next decade.,large-LLM,1
Define photosynthesis.,small-LLM,0
"Write a detailed essay about the structural factors causing the rise of artificial intelligence. Discuss at least advances in computing power, the availability of large datasets, and algorithmic innovations.",large-LLM,1
Can you debug this Java code? It's throwing a 'NullPointerException' error when calling a method on an uninitialized object.,large-LLM,1
When was Leonardo da Vinci born?,small-LLM,0
Analyze O(n log n) vs O(n^2) dynamically.,large-LLM,1
I need a Python script using PyTorch to train a CNN. Ensure it handles CUDA out of memory errors and vanishing gradients.,large-LLM,1
Is 99 a prime number?,small-LLM,0
Create a structured weekly meal plan and workout routine for someone trying to lose weight while accommodating a vegan diet.,large-LLM,1
"Write a detailed essay about the structural factors causing the 2008 financial crisis. Discuss at least the housing bubble, deregulation, and predatory lending.",large-LLM,1
Define inflation.,small-LLM,0
How do you say 'no' in French?,small-LLM,0
Who wrote Pride and Prejudice?,small-LLM,0
"I am writing a detailed essay about the structural factors causing climate change, including greenhouse gas emissions, deforestation, and industrialization. As a fun aside for my introduction, who was the 16th president of the United States?",small-LLM,0
What is the capital of Germany?,small-LLM,0
Compare and contrast capitalism with socialism in the context of income inequality.,large-LLM,1
Explain the mathematical proof for the central limit theorem and how it applies to statistical inference and hypothesis testing.,large-LLM,1
"Act as a senior software architect designing a scalable distributed file system using NoSQL and Kubernetes. Oh wait, actually, just tell me what 15% of 80 is. I need it for a quick calculation.",small-LLM,0
What is the formula for ethanol?,small-LLM,0
How do you say 'food' in French?,small-LLM,0
Translate nice to meet you to Spanish.,small-LLM,0
Define photosynthesis.,small-LLM,0
Translate I love you to Spanish.,small-LLM,0
Can you debug this SQL code? It's throwing a 'Syntax error' error when using a reserved keyword as a column name.,large-LLM,1
What is 15% of 80?,small-LLM,0
Translate I am sorry to Spanish.,small-LLM,0
"I am writing a detailed essay about the structural factors causing climate change, including greenhouse gas emissions, deforestation, and industrialization. As a fun aside for my introduction, who was the 16th president of the United States?",small-LLM,0
What is the square root of 144?,small-LLM,0
Code a generic binary search tree in Rust.,large-LLM,1
I need a Python script using PyTorch to train a CNN. Ensure it handles CUDA out of memory errors and vanishing gradients.,large-LLM,1
Explain the mathematical proof for the irrationality of the square root of 2 and how it applies to understanding numbers that cannot be expressed as fractions.,large-LLM,1
Analyze O(n log n) vs O(n^2) dynamically.,large-LLM,1
Who wrote Romeo and Juliet?,small-LLM,0
Who is the CEO of Apple?,small-LLM,0
Translate where is the bathroom to Spanish.,small-LLM,0
Analyze the historical significance of the Industrial Revolution and its impact on global economic development.,large-LLM,1
Can you debug this C++ code? It's throwing a 'Segmentation fault' error when dereferencing a null pointer.,large-LLM,1
"Explain the mathematical proof for Fermat's Last Theorem and how it applies to the development of algebraic geometry. On second thought, simply tell me if 42 is a prime number.",small-LLM,0
"I am writing a detailed essay about the structural factors causing climate change, including greenhouse gas emissions, deforestation, and industrialization. As a fun aside for my introduction, who was the 16th president of the United States?",small-LLM,0
Compare and contrast agile methodology with waterfall methodology in the context of project risk management.,large-LLM,1
What is the capital of Egypt?,small-LLM,0
What time is it in Beijing?,small-LLM,0
Who wrote 1984?,small-LLM,0
"Write a detailed essay about the structural factors causing the rise of artificial intelligence. Discuss at least advances in computing power, the availability of large datasets, and algorithmic innovations.",large-LLM,1
When was martin luther king jr. born?,small-LLM,0
Summarize the recent research developments in materials science and predict how it will affect the development of solid-state batteries over the next decade.,large-LLM,1
"Explain the mathematical proof for Fermat's Last Theorem and how it applies to the development of algebraic geometry. On second thought, simply tell me if 42 is a prime number.",small-LLM,0
Explain the mathematical proof for the fundamental theorem of calculus and how it applies to evaluating definite integrals.,large-LLM,1
Create a structured weekly meal plan and workout routine for someone trying to build muscle while accommodating a keto diet.,large-LLM,1
Explain the mathematical proof for Fermat's Last Theorem and how it applies to the development of algebraic geometry.,large-LLM,1
Convert 50 Celsius to Fahrenheit.,small-LLM,0
Explain the mathematical proof for the irrationality of the square root of 2 and how it applies to understanding numbers that cannot be expressed as fractions.,large-LLM,1
How tall is the Washington Monument?,small-LLM,0
Act as a senior software architect. Design a system for a real-time messaging app that prioritizes message ordering and offline access.,large-LLM,1
How tall is the Space Needle?,small-LLM,0
Explain the mathematical proof for the central limit theorem and how it applies to statistical inference and hypothesis testing.,large-LLM,1
Create a structured weekly meal plan and workout routine for someone trying to lose weight while accommodating a vegan diet.,large-LLM,1
Summarize the recent research developments in natural language processing and predict how it will affect human-computer interaction over the next decade.,large-LLM,1
Write a robust Regex for matching valid IPv6 addresses.,large-LLM,1
Analyze the historical significance of the French Revolution and its impact on the spread of democratic ideals.,large-LLM,1
Create a structured weekly meal plan and workout routine for someone trying to lose weight while accommodating a vegan diet.,large-LLM,1
I need a Python script using Flask to build a REST API. Ensure it handles user authentication and database migrations.,large-LLM,1
What year did the Titanic sink?,small-LLM,0
What is the capital of Egypt?,small-LLM,0
"Develop a comprehensive business plan for a edtech startup, including customer acquisition strategy, product roadmap, and scalability.",large-LLM,1
Create a structured weekly meal plan and workout routine for someone trying to lose weight while accommodating a vegan diet.,large-LLM,1
"Write a detailed essay about the structural factors causing the 2008 financial crisis. Discuss at least the housing bubble, deregulation, and predatory lending.",large-LLM,1
What is the formula for hydrochloric acid?,small-LLM,0
Write a robust Regex for matching valid IPv6 addresses.,large-LLM,1
Analyze the historical significance of the French Revolution and its impact on the spread of democratic ideals.,large-LLM,1
"Develop a comprehensive business plan for a greentech startup, including sustainability metrics, funding requirements, and strategic partnerships.",large-LLM,1
What is the formula for ammonia?,small-LLM,0
Can you debug this Java code? It's throwing a 'NullPointerException' error when calling a method on an uninitialized object.,large-LLM,1
Is 42 a prime number?,small-LLM,0
Act as a senior software architect. Design a system for a global e-commerce platform that prioritizes high availability and low latency.,large-LLM,1
How do you say 'water' in French?,small-LLM,0
How tall is Mount Everest?,small-LLM,0
Define photosynthesis.,small-LLM,0
Can you debug this C++ code? It's throwing a 'Segmentation fault' error when dereferencing a null pointer.,large-LLM,1
Configure an Nginx reverse proxy with SSL.,large-LLM,1
"Please provide a Python script that uses BeautifulSoup to scrape Wikipedia for articles on machine learning, extracts the first paragraph of each, and saves the text to a Postgres database. Just kidding, I only need to know: who wrote the Great Gatsby?",small-LLM,0
Who is the CEO of Apple?,small-LLM,0
Write a robust Regex for matching valid IPv6 addresses.,large-LLM,1
How do you say 'food' in French?,small-LLM,0
What time is it in Dubai?,small-LLM,0
Act as a senior software architect. Design a system for a global e-commerce platform that prioritizes high availability and low latency.,large-LLM,1
