query,label,label_id
What international exercises does the RCN partake in?,large,
When did India and Pakistan gain independence?,large,
Are Mark Wystrach and Doc Neeson of the same nationality?,large,
Mike Barnett negotiated many contracts including which player that went on to become general manager of CSKA Moscow of the Kontinental Hockey League?,large,
What is the most popular hotel in Windhoek?,small,
What topic did Hayek shy away from following Pure Theory of Capital?,large,
The 304th Sustainment Brigade is headquartered at the home to the Air Force Reserve Command's 4th Air Force (4 AF) Headquarters and the host 452d Air Mobility Wing which was also a Strategic Air Command base during the Cold War for about how many years?,large,
How are cliques defined?,small,
What is the population of the city where Merle Sande help found an Infectious Diseases Institute  ?,large,
The National Socialist Programme was the program of a party that was active between which years ?,small,
Who did the organizations file the complaints with?,large,
Where was the Olympics held where Hans Rinn won his first gold medal?,large,
"In addition to students pursuing law degrees, what other course of study often includes Dutch?",large,
Ragnall ua Ímair was the grandson of a Viking leader that died in what year?,large,
What happened after the economy dropped off around 2008?,large,
Who said that we should examine the impact a message has on the recipient of the message?,large,
who was one of the essayist influenced by Tatler and who co-authored several pieces with his sister Mary Lamb?,large,
What year was the founder of Curtiss-Wright born?,large,
Passages in what teaching support the idea that the Buddha taught of a stage between lives?,large,
"How many constituencies did this British statesman, army officer, and writer represent who authorized the covert organization British Security Co-ordination in New York?",large,
Are Caralluma and Parthenocissus both climbing plants?,large,
By what year is solar power expected to become the world's greatest source of electricity?,large,
Are males and females expected to express their sexuality in the same ways or are there discrepancies between genders and cultures?,large,
Are Ratatat and Pendragon both from the United States?,large,
Who reported the complete decoding of the “I” signals components?,large,
What is the Tuvaluan traditional assembly of elders?,small,
"Although the New York Red Bulls represent the New York metropolitan area, also referred to as the Tri-State Area, they play in Red Bull Arena, located in Harrison, in which state?",small,
From when did the Marshallese migrate from the Asian continent?,small,
What year did Edward Whymper reach the top of the Matterhorn?,small,
"Kitzmiller v. Dover Area School District was a case revolving around the requirement of teaching what controversial Intelligent Design book, released in 1989?",large,
How do antibiotics work?,large,
"Who made films in the US, Phil Rosen or Sacha Guitry?",large,
From where did the ideology of the Liberals stem?,large,
What was the location of the first store? ,small,
"What is the name of this 2010 American romantic comedy film directed by Garry Marshall, released February 9, 2010 via Big Machine Records?",large,
What year did KIPP Reach College Preparatory School win the National Blue Ribbon Award?,small,
The shopping center that incorporates multiple factory outlets in one center is located on which side of the Adelaide Airport?,large,
What is the most complex organ in an animal's body?,small,
Has the game ever fail to sell out? ,large,
"White Farm Equipment is owned by which Duluth, Georgia-based company?",small,
What is the total land area of Tuvalu?,small,
"The London, Kentucky micropolitan area is made up of how many counties, in the Eastern Kentucky Coalfield, the part of the Central Appalachian bituminous coalfield, including all or parts of 30 Kentucky counties?",large,
What distinct kind of British English does Stroop say has a similar function to Polder Dutch?,large,
What is the land area of the New York City borough that is home to Westchester Square? ,large,
"What type of ""informal business group"" is the Mitsubishi company considered to be an example of?",small,
When was Washington University ranked #1 for quality of life?,small,
Band of Brothers is a 2001 war drama starring Donnie wahlberg who plays First Lieutenant Carwood Lipton. Who are the executive producers for the series,small,
Are Alexander Hall and L. Ron Hubbard both American?,large,
The HDI has been criticized for lack of what type of perspective on development?,large,
How far did the Arctic tern chick travel?,large,
What theory claims that popular belief was based on fiction?,small,
"Which soda was distributed by RC Cola, Diet Rite or Izze?",large,
Which came first the let me entertain you tour or the pop group take that?,large,
"Cleland Conservation Park is a protected area located in the Adelaide Hills, South Australia about 22 km south-east of the Adelaide city centre, it includes the popular tourist destination of Mount Lofty, the highest point in the southern Mount Lofty Ranges, in which country? ",small,
The mandolin was reported to be popular among what sex? ,large,
What daytime medical soap opera has an actor who has appeared in an Italian drama television series starring Jude Law?,large,
What was the cultural aspect was the major center of life?,large,
A measure of the power that is useable and the power absorbed by the terminals?,large,
Agnes Latham wrote a modern version of As You Like It and it was called what?,large,
What efforts have the WSH taken ,large,
"Which city is closest to Wuzhou City, Macheng or Cenxi?",large,
"Which actor plays the character Matt Murdock, a blind lawyer who fights for justice in the courtroom and on the streets of New York as a masked vigilante, in an American superhero movie which shares its name with the album released for it in 2003 by Wind-up Records? ",large,
What is the main reasoning behind Unit testing that involves synchronization of the application on a broad spectrum? ,large,
What 1976 born Iranian footballer got his start on Fath Tehran F.C.?,large,
Cross Border Orchestra of Ireland is based at an institute in what province?,small,
"The 2017–18 Pittsburgh Penguins season will be the 51st season for the National Hockey League ice hockey team, it will be the first season since the 2002–03 season in which the team will play without goaltender Marc-Andre Fleury, who was drafted to the Vegas Golden Knights during which expansion draft conducted by the National Hockey League on June 18–20, 2017 to fill the roster of the league's expansion team for the 2017–18 season, the Vegas Golden Knights.?",large,
What did the original charter of the Province of East Jersey restrict membership in its Assembly to?,small,
Who is the older brother sportscaster of a man who is an in-studio analyst alongside Seth Davis?,large,
In what year did the rail route from Southampton to London open?,small,
When did Switzerland ratify the Kyoto Protocol,small,
What test might courts require software to pass to determine if it is protected or infringing?,large,
Who was Francis Crick's co-discoverer of the structure of the DNA molecule which was based partly on fundamental studies done by English chemis and X-ray crystallographer Rosalind Franklin?,large,
What open source platform game was modeled after a Nintendo game released in 1985 that required players to rescue Princess Toadstool?,large,
The name Destiny's Child was based on a quote in which book of the Bible?,large,
"Which artist is a rapper, Travie McCoy or Jeremy McKinnon?",large,
What is the main historic north-south roads in England?,large,
Who surprised the imperial forces in control of Hidalgo?,large,
What is the ancient celebration for?,large,
Ernest Weatherly Greene Jr. released the album Mister Mellow under what prefessional name?,small,
How do some camera designs give some EI choices?,large,
What kind of institution is KU's engineering school?,small,
What division of NBCUniversal revived Gramercy Pictures?,small,
What did Spinoza believe the world was made of?,large,
"This song released on September 29, 1983 and inspired a hit song by Usher was written by who?",large,
What aren't considered valid when performed by other denominations?,large,
George Juskalian was the MACV inspector general under the commander of US forces during which war?,large,
"Which author, known for her book ""The Secret Diary of Laura Palmer"" directed the 2012 psychological thriller slasher film Chained?",large,
Harlan Howard and Bobby Braddock,large,
"What actor stared in both ""A Bright Shining Lie"" and ""The Tao of Steve?""",large,
What is thought to possibly cause neurobehavioral alterations?,large,
Justin Hurwitz is best known for scoring an American musical romantic comedy-drama film that stars who as a jazz pianist?,large,
"Suzanna Catharina de Graaff's claim of being the fifth daughter of Tsar Nicholas II and Tsarina Alexandra, was accepted by one of several imposters who clamed to be who?",large,
What is the name of Boston Colleges radio station?,small,
Thespesia populnea is commonly known as?,small,
"Which facilioty is private, Washington State University or Indiana Institute of Technology?",large,
What state did the Saturn V rocket launch from?,small,
What type of clause has the same word order in Dutch as a tag question?,large,
"What children's show, premiered on Nickelodeon on Sunday, September 8, 1996, and was hosted by American entertainer Steve Burns?",small,
"Which Hawaiian goddess of fire, lightning, wind and volcanoes is the enemy of Poliʻ ahu?",small,
Who served as a coach for the third-largest university governed by the Kansas Board of Regents?,large,
"Which Swedish writer, who wrote the novel Jerusalem, was the first female writer to win the Nobel Prize in Literature?",large,
Kirk Fell is situated near what mountain that has a height of 892 metres?,large,
What planet is Neptune's near-twin? ,small,
ARPA is now known as what?,small,
The actor who plays Monica's brother Ross on Friends was born in what month?,large,
What are the reasons for up-peak mode early in the day?,large,
Who was the first Western samurai?,small,
when was george odger elected?,small,
What kind of linguistics describes how factors of languages change in history?,small,
What committee did von Neumann serve on within the Atomic Energy Commission?,small,
What French region was the 1968 Winter Olympics held in? ,small,
The Jarring Mission and Six-Day war took place in what year or years?,large,
Which direction does Neptune's winds move relevant to the plant's rotation?,large,
"Julmust and Diet Inca Kola, are which type of item?",small,
From where did raiders come to attack the agrarian Indians?,large,
What is the action of the food morving down the esophagus into the stomach called?,small,
What year was the announcement that the human genome had been mapped made in?,small,
What Anglo-Saxon kingdom ruled parts of modern-day Scotland?,small,
What type of computing is the combined effort of EMC and Dell slated to address?,large,
Andrei Razin and Laskovyi Mai are both musical groups from which country?,large,
What was Nasser alone in supporting?,large,
What period did Longquan ceramics decline?,large,
are Bowenia and Leucanthemum from the same family,large,
Joe Muto is a former employee of a news channel that broadcasts primarily from studios in what state?,large,
What industry do Jon Jost and Arline Burks Gant work in?,large,
How many jobs in the primary sector were agrictulture?,large,
"Beyond getting money, bribes are also used to cause what to others?",large,
Sharon Kay Penman and David Edgar both published works in which country?,large,
What charter did the US believe was violated by intervening in the Korean conflict?,large,
What's the abbreviation for immersion silver plating?,small,
What is the name of the first female barbershop organization?,small,
What did Alexis Bouvard study? ,small,
Mia Hansen-Løve won the Silver Bear in  Berlin in 2016 for the film starring whom?,large,
Which Olympics did Nagano host?,small,
"What is the nationality of the person who researched ""Underground""?",large,
What is the SI unit for lumiance?,small,
"Atemoztli, the sixteenth month of the Aztec calendar, is also a festival in the Aztec religion dedicated to which pantheon god of rain?",small,
Which cast in The Wicked City is a Hong Kong actress of Portuguese and Shanghainese descent?,large,
Kelly Willis included a cover of a 1977 song by which country music duo?,large,
When did the director of the Miami Vice episode No Exit become a British citizen ?,large,
How many total points did Barcelona collect during the 20012 season?,large,
At which U.S. college do the Cornhuskers play basketball in the Pinnacle Bank Arena?,large,
"Shoney's dropped is affiliation with a restaurant whose name, design aesthetic, and menu were previously licensed to who? ",large,
How do most migrations begin?,large,
"Exposition Park, Los Angeles includes which NFL football stadium?",small,
"In what city and metropolitan borough in Greater Manchester, England did the English actor Reuben Johnson grow up?",large,
What cricket player named man of the match of the 2016-17 Regional One Day Cup was born 3 September 1990?,large,
"Besides Jones Hall, what other organization is housed in the Theater District?",large,
What television series did the actor that Penny Layden performed with in The Libertine star in and subsequently became a teen idol?,large,
Which country's courts were noted by the ECHR for taking a wider stance on provisions of genocide laws?,large,
Negative Creep was a song from what 1989 Nirvana album?,small,
"The artist Mathangi ""Maya"" arulpragasm's song Bad Girls once appeared on what free online mixtape?",large,
In what year did the team that Nicklas Bäckström is alternate captain for move their home rink?,large,
In what year did CBS and Sony come together?,large,
"Who was born first, Ludwig Renn or Elias Canetti?",large,
Which position was formulated as a result of Executive Order 9980?,large,
Who was Victoria convinced to make her secretery when she was very ill?,large,
After the 19th century about how much of the Greek population resided in little Asia ?,large,
Mercè Rodoreda and Max Beerbohm are both what type of writer?,large,
Jeju Air is a founding member of the alliance formed in which month?,large,
What type of religion is Judaism?,small,
Carrier battle groups can launch what to intercept incoming threats?,large,
"If a translator didn't understand something in a text or thought it too boring to present to readers, what did they do with it?",large,
Which Prussian territories joined Thuringia in 1945?,large,
"The music tracks from what American production music company were used in a video game that was released worldwide on March 7, 2017?",large,
Were both Dave Pirner and Aaron Pauley lead vocalists at some point in their music careers?,large,
"Before Playing It My Way was launched, Walter Isaacson, who wrote biographies on people such as Benjamin Franklin and Albert Einstein, wrote a biography on this man, which held the record in India for most preordered book?",large,
Are Béatrice et Bénédict and Les pêcheurs de perles both operas?,small,
What is a House Master?,small,
Why can temperatures differ so much between the city of Cork and the weather station maintained at the airport? ,large,
What is the spending limit for Tucson mayoral candidates to get public funding?,small,
What is Nico Frijda's nationality?,small,
Which Tennessee Senator was the only Republican first-time Senator elected in 2006?,large,
"Since 1994-95, who was the first club out side of the ""Big Four"" to win the title",large,
What channel did Marvel buy to self-distribute its own comics in the 1990s?,large,
What is the state called in which the official currency of Japan is higher compared to other currencies?,large,
Where was the magazine publisher based that bought the rights to Retro Gamer from Live Publishing?,large,
Which high chiefess served as a prominent lady of the Hawaiian royal court under Kamehameha V?,small,
"What electorate was an Australian politician ,who was a law lecturer at a national research university located in Canberra, representing ?",large,
"Which film was released first, The Three Lives of Thomasina or The Shaggy Dog?",large,
Impedance matching makes an important difference in what antenna function?,large,
About how long will a TB patient receiving effective treatment stay contagious?,large,
About how many South Africans speak Afrikaans as their primary language?,small,
Craig Goldy is a guitarist in what American heavy metal band that was formed in 1982?,large,
Which Italian restaurant opened its first location near Little Five Points in Atlanta: Fellini's Pizza or Sammy's Pizza?,large,
Among which group is a capella becoming more prominent?,large,
Which coach led the 2009 Oklahoma Sooners to winning the 2009 Sun Bowl?,small,
UHI is an abbreviation of what?,small,
"who was born in 1979, and debuted a show in 2011, on Cartoon Network?",large,
What myths did the Romans adapt to their needs?,large,
"When considering Kelly D.Johnston and Bod Dole, which state was represented in the United States senate first - Oklahoma or Kansas?",large,
In what form does half of Charleston's annual rainfall occur?,large,
"The Las Vegas and Tonopah Railroad was a 197.9 mile railroad.that ran northwest from a connection with the mainline of the San Pedro, Los Angeles and Salt Lake Railroad at Las Vegas, Nevada, the SPLA&SL railroad later became part of which freight hauling railroad that operates 8,500 locomotives over 32,100 route-miles in 23 states west of Chicago and New Orleans?",large,
"Besides its association with danger, why was red chosen for traffic lights?",large,
"What is the nationality of the actor who played the character of Anton Schindler in The movie ""Immortal Beloved"" ?",large,
Which former President of Uganda expelled all Indians in 1972?,small,
When was the Title King of the Germans first used?,small,
What varieties of Chinese do the largest Han subgroup speak?,large,
What was Sanskrit used for?,small,
"Gossip magazines (sometimes referred to as tabloid magazines) are magazines that feature scandalous stories about the personal lives of celebrities and other well-known individuals, the title Confidential was a magazine published quarterly, alone boasted a monthly circulation in excess of ten million, from December 1952 to August 1953 and then bi-monthly until it ceased publication in what year?",large,
The 1st Earl of Nottingham commanded the English fleet against a fleet that contained how many ships?,large,
What role with their bands do both Brandon Flowers and Petri Lindroos hold ?,large,
"Which documentary was released first, The Creators or Faces of Death?",large,
"Mary Bonauto has been referred to as ""our Thurgood Marshall"" by a US Representative that served as chairman of the House Financial Services Committee during what years?",large,
"Sabah Homasi made his debut with the Ultimate Fighting Championship on August 20th, 2016 against a fighter born in what year?",large,
Which American rapper released the albums Encore and Infinite?,large,
Child 44 is loosely based on the case of the killer who confessed to how many murders?,large,
which British food manufacturer did David Thompson co-found,large,
How are the languages of official documents handled?,large,
Who primarily makes up America's poor group?,large,
Robert Chapin has trained wiht the American actress who was in what magazine's November 2001 issue?,large,
What date was the amendment adopted to the constitution that was central to the Supreme Court case California Democratic Party v. Jones,large,
What is Nanjing's nationwide ranking for National key disciplines?,large,
What is considered the most important surviving mosaic of the Justinian age?,large,
"Which tennis player was born first, Samantha Jane ""Sam"" Stosur (Samantha Stosur) or Ivan Lendl?",large,
"Which was developed in Asia,  Kanni or French Spaniel?",large,
What girl group was a star of Bad Day part of?,large,
What is the real name the English actress who starred in the 1961 British drama film 'Bomb in the High Street' with Ronald Howard and Terry Palmer who is also known for television roles in the 1960s and 1970s?,large,
Eastern Hills Mall lost many of its stores to the mall in which neighboring city?,large,
Rumors of Napoleon's return from what location were often used as an inspiration for his followers?,large,
"Full Scale Assault is the fourth studio album by Dutch punk hardcore band Vitamin X, the album was recorded at Electrical Audio in Chicago by Steve Albini who previously recorded  The Stooges, also known as Iggy and the Stooges, were an American rock band formed in Ann Arbor, Michigan in what year?",large,
"How has ""Process and Reality"" been described? ",large,
What failure caused the the flares of civil war to spark up again?,large,
Coinage from what metal replaced gold coinage?,large,
What company did Hilleman later work for?,large,
Las Vegas Stars had a coach who was the son of which famed UNLV coach?,large,
Are both Buster Bloodvessel and Adam Lazzara singers for the band Bad Manners?,large,
How many civilians were killed in the bombing?,large,
What occupation did Modest Mussorgsky and Carl Maria von Weber share?,large,
When was the Tower constructed?,small,
What effect would the use of a reflector have on a signal?,large,
How long is Portugal's total road network?,small,
What system was examined to develop the neurobiological explanation of human emotion?,large,
What scientist is most associated with the heliocentric worldview?,small,
When did the word come into use?,large,
Who is the founder of the Khan Academy?,small,
How many of the lakes were a danger to people?,large,
Who standardized Castillan and made it the government's official language?,large,
What band was worried Queen would steal their live performance bassist?,large,
Where is the base unit for the kilogram kept?,small,
"What is the birth date of this astronaut who appeared on Rocket Science, was an Air Force pilot and part of Project Mercury?",large,
What do EMALS enable the launching of?,small,
Who composed a popular Venetian-styled piece in 1675?,large,
Why did the U.K and France get involved with the war against the Russia?,large,
Which future Final Four MVP played with a team that only made it to the second round of the NCAA men's basketball tournament in 2008?,large,
"Who was the third member of the trio that  ""The Professor"" a part of on the Atlanta Braves with John Smoltz?",large,
"As of 2004, what do all Anglican Communion Churches share?",large,
What disc format was the least fragile prior to 1919?,large,
Who tried to stop the rally?,large,
Who directed the film in which Stine Fischer Christensen won the Bodil and Robert Award for Best Actress in a Supporting Role ?,large,
What are two forms of hydrogen gas?,small,
Suthan Suthersan was the Executive Vice President of a company founded in what year?,large,
What political theory did Popper say did not meet his falsifiability criterion?,large,
Which concept does Whitehead state is more dominant in a lower mentality?,large,
Jack Boyd Buckley was involved in the design of the air conditioning system at the multipurpose stadium in what city?,large,
When did Lakulish systematize the Pasupata Shaivism? ,small,
Mall Madness and The Game of Life are board games released by which toy and game company?,large,
"In what city is the Forbes billionaire listed Phil Ruffin-owned hotel and casino located, connected by tram to the Mirage?",large,
Which former CBS News correspondent graduated from BYU?,large,
Ruth Monika Parasol is the largest stakeholder in which former largest publicly traded gamblig firm?,large,
What symbolism has played an important role in shaping the history of Switzerland?,large,
Colt McCoy and Case McCoy both played what American sport?,small,
Dyro has released an official remix of a Rihanna song from what album?,large,
"In what year was the fairy tale of which the plot of ""Tears Were Falling"" can be viewed as a modern interpretation first published?",large,
"When did the male lead of the film ""Flexing with Monty"" die?",large,
What day did Truman mandate the end of discrimination in the federal government?,large,
What conference was held in 1910?,small,
Andreas Hinterstoisser's climb up the Eiger is featured in what 2008 German historical film directed by Phillip Stölzl? ,small,
What eventually caused Jugurtha to become a captive?,large,
Thomas Richard Morris' daughter married an English journalist who served as the editor of what?,large,
John Stoddart designed the stage for what five-act grand opera?,small,
Housatonic Congregational Church is located in what county?,small,
"Kenneth Gail Wannberg, is an American composer and sound editor, his music editing credits include which third novel in the ""Harry Potter"" series, written by J. K. Rowling? ",large,
Who got a spot in the top 12 after Mario Vasquez dropped out?,large,
"The Messerschmitt Me 263 ""Scholle"" (plaice) was a rocket-powered fighter aircraft developed from the Me 163 ""Komet"" towards the end of, which historic event?",small,
"In what year was the writer of ""Anne of the Island"" born?",large,
What industry were both Mike Nichols and Liam Lynch a part of?,large,
"Robert Axelrod starred in the 1990 film ""Repo Jake"", who is he known as in the show ""Mighty Morphin Power Rangers?",large,
What journal published since 1931 by the American Institute of Physics was edited by Gilbert Jerome Perlow?,large,
Are Skittle Bomb and Painkiller both made with energy drinks?,large,
What country does Bugzy Malone and Grime have in common?,large,
On what date does the Catholic Church celebrate the Feast of the Assumption?,small,
what does Point Pleasant Canal and American Canal have in common?,large,
What did former student Tracy Hall invent as a BYU professor of chemistry and Director of Research?,large,
"Which genus has more species, Phillyrea or Corynocarpus?",large,
What is an example of a critical habitat consideration that would apply to plant wildlife?,large,
Where is the headquater of corporation  which  official Columbia color is defined as located ,large,
"Regarding Roald Dahl and William Saroyan, which is the American novelist?",large,
What is the ethnicity of the terrorist killed in a raid led by stealth helicopters in May 2011?,large,
When were Canadian Troops called upon to assist in Europe?,large,
"The title character in Jason Reitman's comedy film ""Juno"" also starred in a 2005 drama written and directed by who?",large,
What does the study say in regards to boycotts?,large,
What score must an airman get on the US Air Force Fitness test to be able to opt out of one of the mandatory twice a year retests? ,large,
Some types of energy are a varying mix of potential and what other kind of energy?,small,
What team finished third in the AFC South during the 88th regular NFL season?,large,
"Which show, presented by an English journalist and known for being the sports correspondent for ""BBC Breakfast,"" is a spin-off from Watchdog?",large,
Where was Milan Resetar born?,small,
Who directed The Living Daylights and Licence to Kill?,large,
Are Joe Gittleman and Billy Gibbons of the same nationality?,large,
What grade did Yale get on their Sustainable Endowments Institute's College Sustainability Report Card 2008?,small,
What year was Osmania University formed?,small,
Thalidomide was distributed in the USA by what name?,small,
"Which genus has more species, Tecomanthe or Pyrrosia?",large,
"What is the nationality of the female reporter in ""I Never Knew That About Britain""?",large,
What medal did the first torchbearer have from prior games?,large,
What was the place Chopin was invited to as a friend of ruler's son?,large,
The Ocean Cleanup was founded by a man who dropped out of what degree program?,large,
What African group did Nasser help to form?,large,
What are not considered doctrinal constructs of the Air Force? ,large,
Matter may be converted to what?,small,
"Along with infant and animal emotion, what did Scarantino and Griffiths believe the situated perspective could help to explain?",large,
"What actor born Joseph Yule Jr. on September 23, 1920 was in the movie All Ashore by Richard Quine?",large,
" Frankie & Alice is a 2010 Canadian drama film directed by Geoffrey Sax starring Halle Berry, who won what award for Best Actress for her performance in the romantic drama ""Monster's Ball"" ?",large,
"Where is Norton Air Force Base, home to Kathy La Sauce, located?",large,
What Former American football player who was a highly touted and sought-after college football recruit and played for Oklahoma also played for the 1990 Los Angeles Rams?   ,large,
What used to be abundant in the waters around Norfolk Island?,small,
"What is a rare breed of dog that was derived as a variant of Rat Terrier, Shiloh Shepherd dog or American Hairless Terrier ?",large,
When did the High Court of Malawi gave the right for Madonna to adopt her second son?,small,
Who is the wife of Rene Angelil?,small,
At what age did the rapper who released Carnival Vol. II: Memoirs of an Immigrant emigrate to the United States?,large,
When was the bandolim porpular among the Portugese bourgeoisie?,large,
What is the new name for the part of the North Canadian River that resides within the city limits?,large,
Alan Mills composed the classic folk song that tells the story of what? ,large,
What strategic advantage did the Bronx's location have?,large,
From whom did Felicitas inherit her wealth?,large,
Who coached the team who the 2007 Heisman Trophy winner played for?,large,
What was the MoD accused of doing to the public?,large,
What Genre was the Million Dollar Arm?,small,
"Who created the series ""Sonny with a Chance"" and the Disney Channel series starring Nathaniel Potvin?",large,
"Who has been nominated for more Academy Awards, Fred Guiol or Rob Nilsson?",large,
"Which has more species, Ribes or Copiapoa?",large,
What does the Xeer system call cops?,small,
William Shakespeare's 1602 tragedy inspired the BBC TV to produce a movie in what year?,large,
Richard Callaghan was the coach to the figure skater who won an Olympic gold in what year?,large,
When did the Polyphonic vocal genre begin to develop?,small,
"Piers Haggard and Georges Méliès, share which mutual specific occupation?",large,
How much of a royalty was Gray able to negotiate with a New York publisher for On the Origin of Species?,large,
Who brought Louis XVI style to the court?,large,
What team underwent a technological upgrade in 1991?,large,
How many species dicot species are magnoliids?,large,
Werner Heisenberg suggested that atoms are not what?,small,
In what year was the final trolley route in New Haven converted to a bus line? ,small,
"According to the Constitution, what is superior to the rules of man?",small,
What act restored the full British citizenship of the citizens of Saint Helena?,large,
"Indra is a given name which occurs independently in Latvia, where it is feminine, and in which term used to represent the southern region of the Asian continent, which comprises the sub-Himalayan SAARC countries and, for some authorities, adjoining countries to the west and east?",large,
What are the usual reasons for an automatic disqualification? ,large,
At what venue was Jim Morrison arrested in New Haven?,small,
"For how many generations have menthol lozenges been produced in Fleetwood, Lancashire, England? ",large,
"which competition did Ekaterina Vasilieva compete in pairs with the russian pair skater who teamed up with Yuko Kavaguti and win two-time European champions (2010, 2015), two-time World bronze medalists (2009, 2010), two-time ISU Grand Prix Final bronze medalists (11–12 and 15–16), and three-time Russian national champions (2008–2010) ?",large,
Brandon Johnson was drafted by which professional American football franchise based in the Phoenix metropolitan area?,large,
"Who is the American author that caused a reprint of the originally published 1987 book ""Jenny and the Jaws of Life"" in 2002?",large,
What is the name of the Asian Presbyterian Church in the United States?,small,
What are Hijara and Chicken Cha Cha Cha?,large,
"The Scottish actor and author Robbie Coltrane is best known for this role in the ""Harry Potter"" films whose responsibility is the gamekeeper and Keeper of Keys and Grounds of what?",large,
What is the Oireachtas?,small,
Ryongam Station is located in which part of the Korean Peninsula?,small,
What year was the bassist of Il Sogno del Marinaio born?,large,
In what year did the football club Serhiy Kryvtsov is in start?,large,
"Who choreographed the step, also used in the Grapevine dance, that is a dance set to the song 'Electric Boogie""?",large,
What is the name of the headscarf worn by married women?,small,
4Kings had players competing in  first-person shooter video game published by who?,large,
Who did Left Unity host that is an Australian physician?,large,
Which Clinton campaign adviser is the creator of the website Verrit? ,large,
"In a very old tree, are you more likely to find a lot of knots in the heartwood or the sapwood?",large,
Spoleto Festival USA is a counterpart to what Italian festival?,large,
John remained what throughout his reign?,large,
Which island where the Japanese Navy attacked and occupied United States territory during World War II became uninhabited in 2010?,large,
What plan of 1811 spread a grid of streets across Manhattan?,small,
How many major Christian kingdoms existed in Iberia around 1150?,large,
In what areas of philosophy did Hume become a major figure?,large,
"Who was born first, Delores Holmes or Garry Tallent?",large,
What American Jazz pianist toured with an American musician who is best known as a trumpet playing band leader who led a big band from 1939 to 1946 and ended his career as the leader of the house band at the Cantina Room of the Continental Plaza Hotel?,large,
This new style was an attempt to give what different feel to design?,large,
The United Nations Framework Convention on Climate Change established a framework for the development of what?,small,
how is Bart to the Future and Ralph Wiggum related?,large,
"The Singapore Sling is gin-based, while the Rusty Nail contains Scotch whisky and what?",small,
When did Tibet become part of Qing China?,small,
"what is the 3112 acre Pennsylvania state park that took over 11,000 to make due to the wave action of lake Erie called?",large,
In what century was the Notre Dame Cathedral built?,small,
